committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,previous_file_number,amendment_indicator,amendment_number,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,candidate_office_state,candidate_office_district,candidate_party,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,election_type,election_type_full,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,most_recent,filing_date,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00486845,LCV VICTORY FUND,2022,M8,202208199525583374,24,1625863,DELIVER STRATEGIES LLC,,,,PO BOX 100970,,ARLINGTON,VA,222103970,1625863,N,,PLEDGE CARDS,2022-07-29 00:00:00,2022-07-28 00:00:00,4200.00,946727.72,,,S,,,S0AZ00350,"KELLY, MARK",,MARK,,KELLY,,S,AZ,00,DEM,,,,,,,,"COLLINS, PATRICK",2022-08-19 00:00:00,,,,P2022,,,,PATRICK,,COLLINS,VVAG5ARDG96,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4081920221565480417,4082320221565961053,,,f,t,2022-08-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202208199525583374
C00486845,LCV VICTORY FUND,2022,M10,202210209537740905,24,1645598,SENA KOZAR STRATEGIES,,,,3723 JENIFER ST NW,,WASHINGTON,DC,200151805,1645598,N,0,TV AD PRODUCTION,2022-09-07 00:00:00,2022-09-06 00:00:00,20960.04,330167.20,004,Advertising Expenses ,O,,,H8NM02156,"HERRELL, STELLA YVETTE",,STELLA YVETTE,,HERRELL,,H,NM,02,REP,,,,,,,,"COLLINS, PATRICK",2022-10-20 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARF7N9,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102020221589932788,4111620221629804644,,,f,t,2022-10-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537740905
C00486845,LCV VICTORY FUND,2022,M8,202208199525583371,24,1625863,DELIVER STRATEGIES LLC,,,,PO BOX 100970,,ARLINGTON,VA,222103970,1625863,N,,PLEDGE CARDS,2022-07-29 00:00:00,2022-07-28 00:00:00,2286.00,303735.20,,,S,,,S6PA00274,"FETTERMAN, JOHN KARL",,JOHN KARL,,FETTERMAN,,S,PA,00,DEM,,,,,,,,"COLLINS, PATRICK",2022-08-19 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARDG39,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4081920221565480417,4082320221565961047,,,f,t,2022-08-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202208199525583371
C00486845,LCV VICTORY FUND,2022,12G,202210279542049011,24,1653599,MOXIE MEDIA,,,,PO BOX 30084,,SEATTLE,WA,981132084,1653599,N,0,MAILER,2022-10-13 00:00:00,2022-10-17 00:00:00,4747.00,36998.71,004,Advertising Expenses ,S,,,H0NH02181,"KUSTER, ANN MCLANE",,ANN MCLANE,,KUSTER,,H,NH,02,DEM,,,,,,,,"COLLINS, PATRICK",2022-10-27 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARK712,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102720221592348768,4112320221630715009,,,f,t,2022-10-27 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210279542049011
C00486845,LCV VICTORY FUND,2022,12G,202210279542048999,24,1653599,"LEAGUE OF CONSERVATION VOTERS, INC.",,,,740 15TH ST NW,FL 7,WASHINGTON,DC,200051048,1653599,N,0,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2022-10-17 00:00:00,2022-10-17 00:00:00,7.76,7.76,004,Advertising Expenses ,S,,,H2OH13264,"SYKES, EMILIA",,EMILIA,,SYKES,,H,OH,13,DEM,,,,,,,,"COLLINS, PATRICK",2022-10-27 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARKBJ3,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102720221592348768,4112320221630714985,,,f,t,2022-10-27 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210279542048999
C00486845,LCV VICTORY FUND,2022,M7,202207209522342372,24,1618041,CHANGE RESEARCH,,,,PO BOX 10193,,BERKELEY,CA,947095193,1618041,N,,POLLING,2022-06-27 00:00:00,2022-06-27 00:00:00,12900.00,431351.35,,,S,,,H2MD04356,"EDWARDS, DONNA F",,DONNA F,,EDWARDS,,H,MD,04,DEM,,,,,,,,"COLLINS, PATRICK",2022-07-20 00:00:00,,,,P2022,,,,PATRICK,,COLLINS,VVAG5ARAFP3,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4072020221541753651,4072120221543091450,,,f,t,2022-07-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202207209522342372
C00486845,LCV VICTORY FUND,2022,M10,202210209537740923,24,1645598,"THE MAREK GROUP, INC.",,,,W228N821 WESTMOUND DR,,WAUKESHA,WI,531861691,1645598,N,0,POSTAGE,2022-09-23 00:00:00,2022-09-27 00:00:00,25765.66,876992.35,004,Advertising Expenses ,S,,,S2WI00441,"BARNES, MANDELA",,MANDELA,,BARNES,,S,WI,00,DEM,,,,,,,,"COLLINS, PATRICK",2022-10-20 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARG4C8,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102020221589932788,4111620221629804680,,,f,t,2022-10-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537740923
C00486845,LCV VICTORY FUND,2022,M8,202208199525583375,24,1625863,DELIVER STRATEGIES LLC,,,,PO BOX 100970,,ARLINGTON,VA,222103970,1625863,N,,T-SHIRTS,2022-07-29 00:00:00,2022-07-28 00:00:00,1640.01,946727.72,,,S,,,S0AZ00350,"KELLY, MARK",,MARK,,KELLY,,S,AZ,00,DEM,,,,,,,,"COLLINS, PATRICK",2022-08-19 00:00:00,,,,P2022,,,,PATRICK,,COLLINS,VVAG5ARDGA4,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4081920221565480417,4082320221565961054,,,f,t,2022-08-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202208199525583375
C00486845,LCV VICTORY FUND,2022,M10,202210209537740913,24,1645598,SKDKNICKERBOCKER,,,,1150 18TH ST NW,STE 800,WASHINGTON,DC,200363845,1645598,N,0,DIGITAL AD PRODUCTION,2022-09-21 00:00:00,2022-09-20 00:00:00,11619.00,354755.91,004,Advertising Expenses ,S,,,H8PA15229,"WILD, SUSAN",,SUSAN,,WILD,,H,PA,07,DEM,,,,,,,,"COLLINS, PATRICK",2022-10-20 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARFW81,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102020221589932788,4111620221629804660,,,f,t,2022-10-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537740913
C00486845,LCV VICTORY FUND,2022,M8,202208199525583377,24,1625863,"LEAGUE OF CONSERVATION VOTERS, INC.",,,,740 15TH ST NW,FL 7,WASHINGTON,DC,200051048,1625863,N,,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2022-07-27 00:00:00,2022-07-27 00:00:00,12.70,1812834.94,,,S,,,S6NV00200,"MASTO, CATHERINE CORTEZ",,CATHERINE CORTEZ,,MASTO,,S,NV,00,DEM,,,,,,,,"COLLINS, PATRICK",2022-08-19 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARDGD8,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4081920221565480417,4082320221565961059,,,f,t,2022-08-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202208199525583377
C00486845,LCV VICTORY FUND,2022,M6,202206169514935226,24,1602755,LC MEDIA LLC,,,,1604 FAWN LN,,HUNTINGDON VALLEY,PA,190067918,1602755,N,,DIGITAL AD BUY,2022-05-04 00:00:00,2022-05-05 00:00:00,57000.00,65071.39,004,Advertising Expenses ,S,,,H2PA18200,"LEE, SUMMER",,SUMMER,,LEE,,H,PA,12,DEM,,,,,,,,"COLLINS, PATRICK",2022-06-20 00:00:00,,,,P2022,,,,PATRICK,,COLLINS,VVAG5AR7WH8,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4061720221530229163,4062320221531138687,,,f,t,2022-06-16 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202206169514935226
C00486845,LCV VICTORY FUND,2022,M10,202210209537740901,24,1645598,POTOMAC GRAPHICS INC,,,,2805 MOUNT VERNON AVE,,ALEXANDRIA,VA,223011125,1645598,N,0,POSTAGE,2022-09-23 00:00:00,2022-09-27 00:00:00,1904.00,354755.91,004,Advertising Expenses ,S,,,H8PA15229,"WILD, SUSAN",,SUSAN,,WILD,,H,PA,07,DEM,,,,,,,,"COLLINS, PATRICK",2022-10-20 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARG4Y1,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102020221589932788,4111620221629804636,,,f,t,2022-10-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537740901
C00486845,LCV VICTORY FUND,2022,M9,202209209528750819,24,1631700,THREE POINT MEDIA LLC,,,,290 BROADWAY,STE 120,METHUEN,MA,018446827,1631700,N,,DIGITAL AD PRODUCTION,2022-08-30 00:00:00,2022-08-30 00:00:00,16657.94,248317.70,004,Advertising Expenses ,S,X,,S0AZ00350,"KELLY, MARK",,MARK,,KELLY,,S,AZ,00,DEM,,,,,,,,"COLLINS, PATRICK",2022-09-20 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARF0P2,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4092020221576068999,4092220221576546571,,,f,t,2022-09-20 00:00:00,*,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528750819
C00486845,LCV VICTORY FUND,2022,12G,202210279542049017,24,1653599,OTG STRATEGIES,,,,106 LANGTREE VILLAGE DR,STE 301,MOORESVILLE,NC,281177594,1653599,N,0,FIELD CANVASS CONSULTING,2022-10-18 00:00:00,2022-10-18 00:00:00,386500.00,1390972.61,004,Advertising Expenses ,S,,,S2WI00441,"BARNES, MANDELA",,MANDELA,,BARNES,,S,WI,00,DEM,,,,,,,,"COLLINS, PATRICK",2022-10-27 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARK601,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102720221592348768,4112320221630715022,,,f,t,2022-10-27 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210279542049017
C00486845,LCV VICTORY FUND,2022,M10,202210209537740938,24,1645598,THREE POINT MEDIA LLC,,,,290 BROADWAY,STE 120,METHUEN,MA,018446827,1645598,N,0,DIGITAL AD PRODUCTION,2022-09-01 00:00:00,2022-08-31 00:00:00,6424.94,59566.32,,,S,,,H8MI08102,"SLOTKIN, ELISSA",,ELISSA,,SLOTKIN,,H,MI,07,DEM,,,,,,,,"COLLINS, PATRICK",2022-10-20 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARFN60,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102020221589932788,4111620221629804710,,,f,t,2022-10-20 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210209537740938
C00486845,LCV VICTORY FUND,2022,12G,202210279542049029,24,1653599,REGER RESEARCH,,,,509 FRANKLIN ST NE,APT 2,WASHINGTON,DC,200171361,1653599,N,0,RESEARCH SERVICES,2022-10-18 00:00:00,2022-10-18 00:00:00,241.38,1779007.67,004,Advertising Expenses ,O,X,,S0NH00326,"BOLDUC, DONALD C.",,DONALD C.,,BOLDUC,,S,NH,00,REP,,,,,,,,"COLLINS, PATRICK",2022-10-27 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARKA83,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4102720221592348768,4112320221630715046,,,f,t,2022-10-27 00:00:00,*,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202210279542049029
C00486845,LCV VICTORY FUND,2022,M8,202208199525583378,24,1625863,"LEAGUE OF CONSERVATION VOTERS, INC.",,,,740 15TH ST NW,FL 7,WASHINGTON,DC,200051048,1625863,N,,STAFF TIME FOR PRESS RELEASE (VIA DRAWDOWN),2022-07-27 00:00:00,2022-07-27 00:00:00,12.70,303735.20,,,S,,,S6PA00274,"FETTERMAN, JOHN KARL",,JOHN KARL,,FETTERMAN,,S,PA,00,DEM,,,,,,,,"COLLINS, PATRICK",2022-08-19 00:00:00,,,,G2022,,,,PATRICK,,COLLINS,VVAG5ARDGF4,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F3X,4081920221565480417,4082320221565961061,,,f,t,2022-08-19 00:00:00,,,,SE,https://docquery.fec.gov/cgi-bin/fecimg/?202208199525583378
